product_code,name,slug,url,parent_category,category,price_min_diamond,price_min_titanium,price_max,processing_time_days_from,processing_time_days_to,fulfil_location_codes,suppliers,option_labels,variant_combinations,image_count
WPC,Custom Shape 1-Layer Wooden Pendulum Clock,custom-shape-1-layer-wooden-pendulum-clock-wpc,https://printway.io/product/custom-shape-1-layer-wooden-pendulum-clock-wpc,Home and Living,Home Decor,15.49,15.99,15.99,1,3,VN,Printway,Size,1,8
1LWPDS,Custom Shape 1-Layer Wooden Photo Drink Stirrer,custom-shape-1-layer-wooden-photo-drink-stirrer-1lwpds,https://printway.io/product/custom-shape-1-layer-wooden-photo-drink-stirrer-1lwpds,Home and Living,Home Decor,,,2.2,1,3,VN,Printway,Size|Style,2,7
1LWPPS,Custom Shape 1-Layer Wooden Plant Propagation Station,custom-shape-1-layer-wooden-plant-propagation-station-1lwpps,https://printway.io/product/custom-shape-1-layer-wooden-plant-propagation-station-1lwpps,Home and Living,Home Decor,3.49,3.99,5.99,1,3,VN,Printway,Size|Style,2,8
1LWSP,Custom Shape 1-Layer Wooden Shelf Sitter Plaque,custom-shape-1-layer-wooden-shelf-sitter-plaque-1lwsp,https://printway.io/product/custom-shape-1-layer-wooden-shelf-sitter-plaque-1lwsp,Home and Living,Home Decor,5.5,6,6,1,3,VN,Printway,Size,1,8
WSHCC,Custom Shape 1-Layer Wooden Stand Hanging Crystal Charm,custom-shape-1-layer-wooden-stand-hanging-crystal-charm-wshcc,https://printway.io/product/custom-shape-1-layer-wooden-stand-hanging-crystal-charm-wshcc,Home and Living,Home Decor,2.74,3.24,8.99,1,3,VN,Printway,Size|Style|Title,12,11
1LWSMC,Custom Shape 1-Layer Wooden Standing With Memorial Charm,custom-shape-1-layer-wooden-standing-with-memorial-charm-1lwsmc,https://printway.io/product/custom-shape-1-layer-wooden-standing-with-memorial-charm-1lwsmc,Home and Living,Home Decor,6,6.5,9,1,3,VN,Printway,Size|Style,6,7
CSWTS,Custom Shape 1-Layer Wooden Table Tag Sign,custom-shape-1-layer-wooden-table-tag-sign-cswts,https://printway.io/product/custom-shape-1-layer-wooden-table-tag-sign-cswts,Home and Living,Home Decor,5.49,5.99,5.99,1,3,VN,Printway,Size,1,9
1LWUH,Custom Shape 1-Layer Wooden Utensil Holder with Bottle Opener,custom-shape-1-layer-wooden-utensil-holder-with-bottle-opener-1lwuh,https://printway.io/product/custom-shape-1-layer-wooden-utensil-holder-with-bottle-opener-1lwuh,Home and Living,Home Decor,8.49,8.99,12.99,1,3,VN,Printway,Size,3,6
WCWC,Custom Shape 1-Layer Wooden Wind Chime With Crystal Charm,custom-shape-1-layer-wooden-wind-chime-with-crystal-charm-wcwc,https://printway.io/product/custom-shape-1-layer-wooden-wind-chime-with-crystal-charm-wcwc,Home and Living,Home Decor,12.49,12.99,14.49,1,3,VN,Printway,Size|Style|Title,6,9
2L3DAFM,Custom Shape 2-Layer 3D Acrylic Fridge Magnet,custom-shape-2-layer-3d-acrylic-fridge-magnet-2l3dafm,https://printway.io/product/custom-shape-2-layer-3d-acrylic-fridge-magnet-2l3dafm,Home and Living,Home Decor,3.5,4,4,1,3,VN,Printway,Size,1,8
2LMBWC,Custom Shape 2-Layer Acrylic And Wooden Suncatcher Bookshelf Sign With Wooden Number Cards,custom-shape-2-layer-acrylic-and-wooden-suncatcher-bookshelf-sign-with-wooden-number-cards-2lmbwc,https://printway.io/product/custom-shape-2-layer-acrylic-and-wooden-suncatcher-bookshelf-sign-with-wooden-number-cards-2lmbwc,Home and Living,Home Decor,6.75,7.25,11.25,1,3,VN,Printway,Size,4,8
2LFMAS,Custom Shape 2-Layer Frosted And Mirror Acrylic Sign,custom-shape-2-layer-frosted-and-mirror-acrylic-sign-2lfmas,https://printway.io/product/custom-shape-2-layer-frosted-and-mirror-acrylic-sign-2lfmas,Home and Living,Home Decor,8.49,8.99,55.99,1,3,VN,Printway,Size|Color|Style,12,9
2LMAS,Custom Shape 2-Layer Mirror Acrylic Sign,custom-shape-2-layer-mirror-acrylic-sign-2lmas,https://printway.io/product/custom-shape-2-layer-mirror-acrylic-sign-2lmas,Home and Living,Home Decor,8.49,8.99,55.99,1,3,VN,Printway,Size|Color|Style,24,15
WASB,Custom Shape 2-Layer Wooden And Acrylic Sign With Base,custom-shape-2-layer-wooden-and-acrylic-sign-with-base-wasb,https://printway.io/product/custom-shape-2-layer-wooden-and-acrylic-sign-with-base-wasb,Home and Living,Home Decor,17,18,24,1,3,VN,Printway,Size,3,8
2LSWCCC,Custom Shape 2-Layer Wooden And Acrylic Suncatcher Wind Chime With Crystal Charm,custom-shape-2-layer-wooden-and-acrylic-suncatcher-wind-chime-with-crystal-charm-2lswccc,https://printway.io/product/custom-shape-2-layer-wooden-and-acrylic-suncatcher-wind-chime-with-crystal-charm-2lswccc,Home and Living,Home Decor,12.49,12.99,14.49,1,3,VN,Printway,Size|Style|Title,6,8
2LWMAP,Custom Shape 2-Layer Wooden And Mirror Acrylic Art Pieces,custom-shape-2-layer-wooden-and-mirror-acrylic-art-pieces-2lwmap,https://printway.io/product/custom-shape-2-layer-wooden-and-mirror-acrylic-art-pieces-2lwmap,Home and Living,Home Decor,13,13.5,13.5,1,3,VN,Printway,Size|Color,2,8
2LWBDH,Custom Shape 2-Layer Wooden Baseball Display Holder,custom-shape-2-layer-wooden-baseball-display-holder-2lwbdh,https://printway.io/product/custom-shape-2-layer-wooden-baseball-display-holder-2lwbdh,Home and Living,Home Decor,6.49,6.99,6.99,1,3,VN,Printway,Size,1,9
2LWBSRC,Custom Shape 2-Layer Wooden Book Stand With Reading Counter,custom-shape-2-layer-wooden-book-stand-with-reading-counter-2lwbsrc,https://printway.io/product/custom-shape-2-layer-wooden-book-stand-with-reading-counter-2lwbsrc,Home and Living,Home Decor,18.49,18.99,18.99,1,3,VN,Printway,Size,1,6
2LWBS,Custom Shape 2-Layer Wooden Bookcase Sign,custom-shape-2-layer-wooden-bookcase-sign-2lwbs,https://printway.io/product/custom-shape-2-layer-wooden-bookcase-sign-2lwbs,Home and Living,Home Decor,3.5,4,5,1,3,VN,Printway,Size,3,8
2LBSWC,Custom Shape 2-Layer Wooden Bookshelf Sign With Wooden Number Cards,custom-shape-2-layer-wooden-bookshelf-sign-with-wooden-number-cards-2lbswc,https://printway.io/product/custom-shape-2-layer-wooden-bookshelf-sign-with-wooden-number-cards-2lbswc,Home and Living,Home Decor,6.75,7.25,11.25,1,3,VN,Printway,Size,4,8
2LWCB,Custom Shape 2-Layer Wooden Celebrations Board,custom-shape-2-layer-wooden-celebrations-board-2lwcb,https://printway.io/product/custom-shape-2-layer-wooden-celebrations-board-2lwcb,Home and Living,Home Decor,21.49,21.99,23.99,1,3,VN,Printway,Size|Style,3,12
2LWFRH,Custom Shape 2-Layer Wooden Fishing Rod Holder,custom-shape-2-layer-wooden-fishing-rod-holder-2lwfrh,https://printway.io/product/custom-shape-2-layer-wooden-fishing-rod-holder-2lwfrh,Home and Living,Home Decor,19.49,19.99,19.99,1,3,VN,Printway,Size,1,7
2LWHCAB,Custom Shape 2-Layer Wooden Hanging Decor with Charms And Beads,custom-shape-2-layer-wooden-hanging-decor-with-charms-and-beads-2lwhcab,https://printway.io/product/custom-shape-2-layer-wooden-hanging-decor-with-charms-and-beads-2lwhcab,Home and Living,Home Decor,6.49,6.99,7.99,1,3,VN,Printway,Size,2,8
2LWPW,Custom Shape 2-Layer Wooden Portable Wrist,custom-shape-2-layer-wooden-portable-wrist-2lwpw,https://printway.io/product/custom-shape-2-layer-wooden-portable-wrist-2lwpw,Home and Living,Home Decor,6.49,6.99,6.99,1,3,VN,Printway,Size|Color,4,7
2LWSD,Custom Shape 2-Layer Wooden Standing,custom-shape-2-layer-wooden-standing-2lwsd,https://printway.io/product/custom-shape-2-layer-wooden-standing-2lwsd,Home and Living,Home Decor,5.49,5.99,10.99,1,3,VN,Printway,Size|Style,6,9
WTPS,Custom Shape 2-Layer Wooden Thumb Page Spreader,custom-shape-2-layer-wooden-thumb-page-spreader-wtps,https://printway.io/product/custom-shape-2-layer-wooden-thumb-page-spreader-wtps,Home and Living,Home Decor,,,5,1,3,VN,Printway,Size,1,8
3LAFM,Custom Shape 3-Layer Acrylic Fridge Magnet,custom-shape-3-layer-acrylic-fridge-magnet-3lafm,https://printway.io/product/custom-shape-3-layer-acrylic-fridge-magnet-3lafm,Home and Living,Home Decor,5,5.5,6.75,1,3,VN,Printway,Size,6,7
3LARS,Custom Shape 3-Layer Acrylic Rotating Standee,custom-shape-3-layer-acrylic-rotating-standee-3lars,https://printway.io/product/custom-shape-3-layer-acrylic-rotating-standee-3lars,Home and Living,Home Decor,5.25,5.75,5.75,1,3,VN,Printway,Size,1,9
3LAWS,Custom Shape 3-Layer Acrylic and Wood Standing,custom-shape-3-layer-acrylic-and-wood-standing-3laws,https://printway.io/product/custom-shape-3-layer-acrylic-and-wood-standing-3laws,Home and Living,Home Decor,7,8,9,1,3,VN,Printway,Size,2,7
3LIWS,Custom Shape 3-Layer Interchangeable Wooden Sign,custom-shape-3-layer-interchangeable-wooden-sign-3liws,https://printway.io/product/custom-shape-3-layer-interchangeable-wooden-sign-3liws,Home and Living,Home Decor,9.5,10,10,1,3,VN,Printway,Size,1,10
3LWAM,Custom Shape 3-Layer Wooden And Acrylic Mirror,custom-shape-3-layer-wooden-and-acrylic-mirror-3lwam,https://printway.io/product/custom-shape-3-layer-wooden-and-acrylic-mirror-3lwam,Home and Living,Home Decor,11.49,11.99,15.99,1,3,VN,Printway,Size|Color|Style,6,7
3LPWA,Custom Shape 3-Layer Wooden And Acrylic Plaque With Acrylic Art Pieces,custom-shape-3-layer-wooden-and-acrylic-plaque-with-acrylic-art-pieces-3lpwa,https://printway.io/product/custom-shape-3-layer-wooden-and-acrylic-plaque-with-acrylic-art-pieces-3lpwa,Home and Living,Home Decor,9.49,9.99,9.99,1,3,VN,Printway,Size,1,10
WASDN,Custom Shape 3-Layer Wooden And Acrylic Shaker Desk Name Sign,custom-shape-3-layer-wooden-and-acrylic-shaker-desk-name-sign-wasdn,https://printway.io/product/custom-shape-3-layer-wooden-and-acrylic-shaker-desk-name-sign-wasdn,Home and Living,Home Decor,8.49,8.99,10.99,1,3,VN,Printway,Size,2,8
3LT2LC,Custom Shape 3-Layer Wooden And Acrylic Tag With 2-Layer Charms,custom-shape-3-layer-wooden-and-acrylic-tag-with-2-layer-charms-3lt2lc,https://printway.io/product/custom-shape-3-layer-wooden-and-acrylic-tag-with-2-layer-charms-3lt2lc,Home and Living,Home Decor,6.49,6.99,6.99,1,3,VN,Printway,Material|Size,1,8
3LWBMF,Custom Shape 3-Layer Wooden Bundle Magnetic Photo Frame,custom-shape-3-layer-wooden-bundle-magnetic-photo-frame-3lwbmf,https://printway.io/product/custom-shape-3-layer-wooden-bundle-magnetic-photo-frame-3lwbmf,Home and Living,Home Decor,9.5,10,10.5,1,3,VN,Printway,Size,2,8
3LWFM,Custom Shape 3-Layer Wooden Fridge Magnet,custom-shape-3-layer-wooden-fridge-magnet-3lwfm,https://printway.io/product/custom-shape-3-layer-wooden-fridge-magnet-3lwfm,Home and Living,Home Decor,4.5,5,6.25,1,3,VN,Printway,Size,6,8
WFMBO,Custom Shape 3-Layer Wooden Fridge Magnet Bottle Opener,custom-shape-3-layer-wooden-fridge-magnet-bottle-opener-wfmbo,https://printway.io/product/custom-shape-3-layer-wooden-fridge-magnet-bottle-opener-wfmbo,Home and Living,Home Decor,4.5,5,5,1,3,VN,Printway,Size,1,7
3LWTFD,Custom Shape 3-Layer Wooden Tooth Fairy Door Hanger With Holder Bag,custom-shape-3-layer-wooden-tooth-fairy-door-hanger-with-holder-bag-3lwtfd,https://printway.io/product/custom-shape-3-layer-wooden-tooth-fairy-door-hanger-with-holder-bag-3lwtfd,Home and Living,Home Decor,6.49,6.99,6.99,1,3,VN,Printway,Size,1,8
CS3DAB,Custom Shape 3D Acrylic Block,custom-shape-3d-acrylic-block-cs3dab,https://printway.io/product/custom-shape-3d-acrylic-block-cs3dab,Home and Living,Home Decor,7.5,8,14.5,1,3,VN,Printway,Size,12,9
3DADC,Custom Shape 3D Acrylic Display Case,custom-shape-3d-acrylic-display-case-3dadc,https://printway.io/product/custom-shape-3d-acrylic-display-case-3dadc,Home and Living,Home Decor,12.49,12.99,12.99,1,3,VN,Printway,Size,1,8
3DAFM,Custom Shape 3D Acrylic Fridge Magnet,custom-shape-3d-acrylic-fridge-magnet-3dafm,https://printway.io/product/custom-shape-3d-acrylic-fridge-magnet-3dafm,Home and Living,Home Decor,3,3.5,3.5,1,3,VN,Printway,Size,1,8
3DWFM,Custom Shape 3D Wooden Fridge Magnet,custom-shape-3d-wooden-fridge-magnet-3dwfm,https://printway.io/product/custom-shape-3d-wooden-fridge-magnet-3dwfm,Home and Living,Home Decor,,,3.5,1,3,VN,Printway,Size,1,8
3DWS,Custom Shape 3D Wooden Sign Wall Hanging,custom-shape-3d-wooden-sign-wall-hanging-3dws,https://printway.io/product/custom-shape-3d-wooden-sign-wall-hanging-3dws,Home and Living,Home Decor,9.49,9.99,9.99,1,3,VN,Printway,Size,1,9
AWSWL,Custom Shape 4-Layer Acrylic And Wooden Standing With Led Light,custom-shape-4-layer-acrylic-and-wooden-standing-with-led-light-awswl,https://printway.io/product/custom-shape-4-layer-acrylic-and-wooden-standing-with-led-light-awswl,Home and Living,Home Decor,10.49,10.99,13.99,1,3,VN,Printway,Size|Style,4,8
4LAPHM,Custom Shape 4-Layer Acrylic Magnetic Photo Holder,custom-shape-4-layer-acrylic-magnetic-photo-holder-4laphm,https://printway.io/product/custom-shape-4-layer-acrylic-magnetic-photo-holder-4laphm,Home and Living,Home Decor,5.49,5.99,5.99,1,3,VN,Printway,Size,1,8
ARPFW,Custom Shape 4-Layer Acrylic Rotating Photo Frame With Stand,custom-shape-4-layer-acrylic-rotating-photo-frame-with-stand-arpfw,https://printway.io/product/custom-shape-4-layer-acrylic-rotating-photo-frame-with-stand-arpfw,Home and Living,Home Decor,9.5,10,10,1,3,VN,Printway,Size,1,7
4LWASNS,Custom Shape 4-Layer Wooden And Acrylic Shaker Desk Name Sign,custom-shape-4-layer-wooden-and-acrylic-shaker-desk-name-sign-4lwasns,https://printway.io/product/custom-shape-4-layer-wooden-and-acrylic-shaker-desk-name-sign-4lwasns,Home and Living,Home Decor,10.49,10.99,12.99,1,3,VN,Printway,Size,2,8
4LWLC,Custom Shape 4-Layer Wooden Lent Calendar,custom-shape-4-layer-wooden-lent-calendar-4lwlc,https://printway.io/product/custom-shape-4-layer-wooden-lent-calendar-4lwlc,Home and Living,Home Decor,12.49,12.99,14.99,1,3,VN,Printway,Size,2,7
4LWPHM,Custom Shape 4-Layer Wooden Magnetic Photo Holder,custom-shape-4-layer-wooden-magnetic-photo-holder-4lwphm,https://printway.io/product/custom-shape-4-layer-wooden-magnetic-photo-holder-4lwphm,Home and Living,Home Decor,5.49,5.99,5.99,1,3,VN,Printway,Size,1,8
4LWPF,Custom Shape 4-Layer Wooden Photo Frame,custom-shape-4-layer-wooden-photo-frame-4lwpf,https://printway.io/product/custom-shape-4-layer-wooden-photo-frame-4lwpf,Home and Living,Home Decor,10.49,10.99,10.99,1,3,VN,Printway,Size,1,7
WAPB,Custom Shape 5-Layer Wooden And Acrylic Piggy Bank,custom-shape-5-layer-wooden-and-acrylic-piggy-bank-wapb,https://printway.io/product/custom-shape-5-layer-wooden-and-acrylic-piggy-bank-wapb,Home and Living,Home Decor,6.5,7,12,1,3,VN,Printway,Size,3,7
6LWAPB,Custom Shape 6-Layer Wooden and Acrylic Piggy Bank,custom-shape-6-layer-wooden-and-acrylic-piggy-bank-6lwapb,https://printway.io/product/custom-shape-6-layer-wooden-and-acrylic-piggy-bank-6lwapb,Home and Living,Home Decor,8,8.5,13.5,1,3,VN,Printway,Size,3,8
ABWAP,Custom Shape Acrylic Block With Acrylic Pieces,custom-shape-acrylic-block-with-acrylic-pieces-abwap,https://printway.io/product/custom-shape-acrylic-block-with-acrylic-pieces-abwap,Home and Living,Home Decor,6.25,6.75,9,1,3,VN,Printway,Size|Style,6,8
CSABD,Custom Shape Acrylic Book Display,custom-shape-acrylic-book-display-csabd,https://printway.io/product/custom-shape-acrylic-book-display-csabd,Home and Living,Home Decor,14.5,15,19,1,3,VN,Printway,Size,3,7
ABRTWB,Custom Shape Acrylic Books Read Tracker With Base,custom-shape-acrylic-books-read-tracker-with-base-abrtwb,https://printway.io/product/custom-shape-acrylic-books-read-tracker-with-base-abrtwb,Home and Living,Home Decor,13.5,14,18,1,3,VN,Printway,Size,3,9
2LAMPF,Custom Shape Acrylic Magnetic Photo Frame,custom-shape-acrylic-magnetic-photo-frame-2lampf,https://printway.io/product/custom-shape-acrylic-magnetic-photo-frame-2lampf,Home and Living,Home Decor,4.49,4.99,5.99,1,3,VN,Printway,Size,3,8
CSAPQ,Custom Shape Acrylic Plaque,custom-shape-acrylic-plaque-csapq,https://printway.io/product/custom-shape-acrylic-plaque-csapq,Home and Living,Home Decor,4.74,5.24,9.25,1,3,VN,Printway,Material|Size|Title,36,15
CSASHC,Custom Shape Acrylic Stand Hanging Crystal Charm,custom-shape-acrylic-stand-hanging-crystal-charm-csashc,https://printway.io/product/custom-shape-acrylic-stand-hanging-crystal-charm-csashc,Home and Living,Home Decor,3.49,3.99,12.49,1,3,VN,Printway,Size|Style|Title,24,10
CSASD,Custom Shape Acrylic Standing,custom-shape-acrylic-standing-csasd,https://printway.io/product/custom-shape-acrylic-standing-csasd,Home and Living,Home Decor,5.15,5.45,10.45,1,3,VN,Printway,Style|Size,18,12
ASGB,Custom Shape Acrylic Standing Game Box,custom-shape-acrylic-standing-game-box-asgb,https://printway.io/product/custom-shape-acrylic-standing-game-box-asgb,Home and Living,Home Decor,5.49,5.99,12.99,1,3,VN,Printway,Size|Style,6,8
ALCWC,Custom Shape Aluminum Charms Wind Chime,custom-shape-aluminum-charms-wind-chime-alcwc,https://printway.io/product/custom-shape-aluminum-charms-wind-chime-alcwc,Home and Living,Home Decor,12,12.5,14.5,1,3,VN,Printway,Size,3,7
CSDK,Custom Shape Drawer Knobs,custom-shape-drawer-knobs-csdk,https://printway.io/product/custom-shape-drawer-knobs-csdk,Home and Living,Home Decor,2.6,2.9,3.8,1,3,VN,Printway,Material|Title|Size,60,8
E2MAS,Custom Shape Engraved 2-Layer Mirror Acrylic Sign,custom-shape-engraved-2-layer-mirror-acrylic-sign-e2mas,https://printway.io/product/custom-shape-engraved-2-layer-mirror-acrylic-sign-e2mas,Home and Living,Home Decor,8.49,8.99,12.99,1,3,VN,Printway,Size|Style,6,9
CSFLM,Custom Shape Flexible Magnet,custom-shape-flexible-magnet-csflm,https://printway.io/product/custom-shape-flexible-magnet-csflm,Home and Living,Home Decor,1.99,2.49,5.49,1,3,VN,Printway,Size,7,7
CSFMUS,Custom Shape Fridge Magnet - US,custom-shape-fridge-magnet-us-csfmus,https://printway.io/product/custom-shape-fridge-magnet-us-csfmus,Home and Living,Home Decor,0.1,0.1,8.83,1,3,US,Pentifine,Material|Style|Size,60,9
2LHAMPF,Custom Shape Hologram Acrylic Magnetic Photo Frame,custom-shape-hologram-acrylic-magnetic-photo-frame-2lhampf,https://printway.io/product/custom-shape-hologram-acrylic-magnetic-photo-frame-2lhampf,Home and Living,Home Decor,4.99,5.49,6.49,1,3,VN,Printway,Material|Size,6,8
CSHAP,Custom Shape Holographic Acrylic Plaque,custom-shape-holographic-acrylic-plaque-cshap,https://printway.io/product/custom-shape-holographic-acrylic-plaque-cshap,Home and Living,Home Decor,6.5,7.5,8.5,1,3,VN,Printway,Material|Size|Style,24,11
WMBC,Custom Shape Mini Wooden Bookshelf Decor,custom-shape-mini-wooden-bookshelf-decor-wmbc,https://printway.io/product/custom-shape-mini-wooden-bookshelf-decor-wmbc,Home and Living,Home Decor,7.5,8,8,1,3,VN,Printway,Size,1,7
PCMSWC,Custom Shape Powder Coated Metal Sign With Hanging Charms,custom-shape-powder-coated-metal-sign-with-hanging-charms-pcmswc,https://printway.io/product/custom-shape-powder-coated-metal-sign-with-hanging-charms-pcmswc,Home and Living,Home Decor,9.49,9.99,13.99,1,3,VN,Printway,Size|Style,3,8
CSSS,Custom Shape Seesaw Standee,custom-shape-seesaw-standee-csss,https://printway.io/product/custom-shape-seesaw-standee-csss,Home and Living,Home Decor,3.25,3.55,5.45,1,3,VN,Printway,Material|Size|Style,6,6
CSWC,Custom Shape Wall Clock,custom-shape-wall-clock-cswc,https://printway.io/product/custom-shape-wall-clock-cswc,Home and Living,Home Decor,8.24,9.24,15.74,1,3,VN,Printway,Material|Style|Size,4,12
WMAB,Custom Shape Wall-Mounted Wooden And Acrylic Bookshelf,custom-shape-wall-mounted-wooden-and-acrylic-bookshelf-wmab,https://printway.io/product/custom-shape-wall-mounted-wooden-and-acrylic-bookshelf-wmab,Home and Living,Home Decor,12.25,12.75,12.75,1,3,VN,Printway,Size|Title,1,8
CSWAP,Custom Shape Wavy Acrylic Plaque,custom-shape-wavy-acrylic-plaque-cswap,https://printway.io/product/custom-shape-wavy-acrylic-plaque-cswap,Home and Living,Home Decor,7,8,9,1,3,VN,Printway,Size|Style|Title,2,7
CSWSD,Custom Shape Wood Standing,custom-shape-wood-standing-cswsd,https://printway.io/product/custom-shape-wood-standing-cswsd,Home and Living,Home Decor,3.65,3.95,5.95,1,3,VN,Printway,Style|Size,9,15
CSWDC,Custom Shape Wooden Calendar,custom-shape-wooden-calendar-cswdc,https://printway.io/product/custom-shape-wooden-calendar-cswdc,Home and Living,Home Decor,15.49,15.99,15.99,1,3,VN,Printway,Size,1,8
CSWCB,Custom Shape Wooden Candy Basket,custom-shape-wooden-candy-basket-cswcb,https://printway.io/product/custom-shape-wooden-candy-basket-cswcb,Home and Living,Home Decor,10.49,10.99,10.99,1,3,VN,Printway,Size,1,9
WFBB,Custom Shape Wooden Flower Bouquet Box,custom-shape-wooden-flower-bouquet-box-wfbb,https://printway.io/product/custom-shape-wooden-flower-bouquet-box-wfbb,Home and Living,Home Decor,6.49,6.99,6.99,1,3,VN,Printway,Size,1,7
